name,season,GP,TOI,G,A,P,SH,SH%,FOW,FOL,PPTOI,PPG,PPA,PPP,PPSH,positions,avg_round,avg_pick,pct_drafted
Ben Street,20132014,13,137.54,0,1,1,17,0.0,63,74,7.16,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Benoit Pouliot,20132014,80,1073.27,15,21,36,139,10.79,20,19,159.39,7.0,1.0,8.0,20.0,L,23.4,182.0,0
Benoit Pouliot,20142015,58,961.61,19,15,34,105,18.1,13,21,117.88,4.0,3.0,7.0,18.0,L,23.4,182.0,0
Benoit Pouliot,20152016,55,880.2,14,22,36,109,12.84,20,29,132.52,4.0,4.0,8.0,28.0,L,23.4,182.0,0
Blair Jones,20132014,14,158.63,2,0,2,14,14.29,36,40,3.46,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Blake Comeau,20132014,61,738.39,5,11,16,106,4.72,10,7,19.91,0.0,0.0,0.0,1.0,L,23.4,182.0,0
Blake Comeau,20142015,61,931.67,16,15,31,147,10.88,7,2,66.22,0.0,1.0,1.0,11.0,L,23.4,182.0,0
Blake Comeau,20152016,81,1425.46,12,24,36,142,8.45,276,290,149.21,2.0,6.0,8.0,14.0,L,23.4,182.0,0
Blake Pietila,20152016,7,84.21,1,1,2,10,10.0,0,0,3.97,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Blake Wheeler,20132014,82,1526.8,28,41,69,225,12.44,15,25,215.69000000000003,8.0,11.0,19.0,37.0,R,4.4,38.6,100%
Blake Wheeler,20142015,79,1546.68,26,35,61,244,10.66,22,26,244.49,2.0,10.0,12.0,36.0,R,4.4,38.6,100%
Blake Wheeler,20152016,82,1612.5,26,52,78,256,10.16,10,18,256.55,3.0,14.0,17.0,36.0,R,4.4,38.6,100%
Bo Horvat,20142015,68,833.79,13,12,25,93,13.98,436,412,27.19,0.0,0.0,0.0,7.0,C,23.4,182.0,0
Bo Horvat,20152016,82,1403.65,16,24,40,155,10.32,760,733,153.6,4.0,6.0,10.0,24.0,C,23.4,182.0,0
Bobby Farnham,20142015,11,78.92,0,0,0,6,0.0,0,0,2.83,0.0,0.0,0.0,1.0,R,23.4,182.0,0
Bobby Farnham,20152016,53,493.3,8,2,10,50,16.0,2,2,11.51,0.0,0.0,0.0,0.0,R,23.4,182.0,0
Bobby Ryan,20132014,70,1177.29,23,25,48,190,12.11,8,5,176.38,6.0,3.0,9.0,40.0,R,13.0,128.0,100%
Bobby Ryan,20142015,78,1358.8,18,36,54,221,8.14,4,7,247.26,4.0,10.0,14.0,55.0,R,13.0,128.0,100%
Bobby Ryan,20152016,81,1382.13,22,34,56,183,12.02,3,8,227.69,6.0,9.0,15.0,36.0,R,13.0,128.0,100%
Boone Jenner,20132014,72,1014.79,16,13,29,126,12.7,14,16,74.85,4.0,3.0,7.0,16.0,"C,L",12.0,120.3,100%
Boone Jenner,20142015,31,564.91,9,8,17,83,10.84,151,155,71.66,2.0,3.0,5.0,13.0,"C,L",12.0,120.3,100%
Boone Jenner,20152016,82,1340.93,30,19,49,225,13.33,156,138,173.09,9.0,4.0,13.0,47.0,"C,L",12.0,120.3,100%
Borna Rendulic,20142015,11,103.41,1,1,2,6,16.67,0,0,2.78,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Boyd Gordon,20132014,74,1091.73,7,13,20,80,8.75,843,649,45.52,1.0,1.0,2.0,8.0,C,23.4,182.0,0
Boyd Gordon,20142015,68,905.93,6,7,13,65,9.23,681,537,40.08,1.0,0.0,1.0,5.0,C,23.4,182.0,0
Boyd Gordon,20152016,65,792.87,2,2,4,53,3.77,526,383,10.62,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Bracken Kearns,20132014,25,329.59,3,2,5,37,8.11,30,41,24.71,1.0,0.0,1.0,3.0,C,23.4,182.0,0
Brad Boyes,20132014,78,1327.36,21,15,36,175,12.0,37,32,197.48999999999998,2.0,1.0,3.0,24.0,R,23.4,182.0,0
Brad Boyes,20142015,78,1219.21,14,24,38,151,9.27,97,76,159.89000000000001,4.0,4.0,8.0,24.0,R,23.4,182.0,0
Brad Boyes,20152016,60,716.99,8,16,24,85,9.41,9,5,142.46,2.0,3.0,5.0,25.0,R,23.4,182.0,0
Brad Hunt,20142015,11,213.66,1,2,3,20,5.0,0,0,27.71,1.0,0.0,1.0,6.0,D,23.4,182.0,0
Brad Hunt,20152016,7,99.18,0,0,0,12,0.0,0,0,18.29,0.0,0.0,0.0,2.0,D,23.4,182.0,0
Brad Malone,20132014,32,216.6,3,2,5,16,18.75,45,51,2.18,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Brad Malone,20142015,65,659.43,7,8,15,65,10.77,30,19,14.78,0.0,0.0,0.0,1.0,C,23.4,182.0,0
Brad Malone,20152016,57,544.05,2,4,6,31,6.45,40,22,5.1899999999999995,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Brad Marchand,20132014,82,1307.02,25,28,53,149,16.78,6,17,54.55,1.0,1.0,2.0,1.0,L,6.1,57.1,100%
Brad Marchand,20142015,77,1300.68,24,18,42,180,13.33,13,20,80.21,1.0,0.0,1.0,7.0,L,6.1,57.1,100%
Brad Marchand,20152016,77,1427.94,37,24,61,250,14.8,21,35,122.7,7.0,2.0,9.0,17.0,L,6.1,57.1,100%
Brad Richards,20132014,82,1525.6,20,31,51,258,7.75,510,517,289.16,5.0,14.0,19.0,73.0,C,23.4,182.0,0
Brad Richards,20142015,76,1129.69,12,25,37,199,6.03,399,426,166.37,2.0,5.0,7.0,33.0,C,23.4,182.0,0
Brad Richards,20152016,68,1005.26,10,18,28,164,6.1,124,126,177.04,3.0,9.0,12.0,41.0,C,23.4,182.0,0
Brad Richardson,20132014,73,1087.52,11,12,23,85,12.94,533,433,23.64,1.0,0.0,1.0,1.0,R,23.4,182.0,0
Brad Richardson,20142015,45,651.59,8,13,21,66,12.12,276,302,13.969999999999999,0.0,1.0,1.0,0.0,R,23.4,182.0,0
Brad Richardson,20152016,82,1277.32,11,20,31,117,9.4,523,438,32.8,0.0,0.0,0.0,2.0,R,23.4,182.0,0
Brad Stuart,20132014,61,1164.81,3,8,11,64,4.69,0,0,19.0,0.0,0.0,0.0,2.0,D,23.4,182.0,0
Brad Stuart,20142015,65,1319.25,3,10,13,64,4.69,1,0,31.11,0.0,1.0,1.0,2.0,D,23.4,182.0,0
Brad Stuart,20152016,6,84.0,0,0,0,0,,0,0,0.29,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Brady Skjei,20152016,7,124.06,0,0,0,6,0.0,0,0,3.12,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Brandon Bollig,20132014,82,841.83,7,7,14,109,6.42,1,0,13.129999999999999,0.0,0.0,0.0,1.0,L,23.4,182.0,0
Brandon Bollig,20142015,62,533.13,1,4,5,67,1.49,3,2,7.56,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Brandon Bollig,20152016,54,501.45,2,2,4,56,3.57,2,1,6.1,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Brandon Davidson,20142015,12,181.55,1,0,1,7,14.29,0,0,1.15,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Brandon Davidson,20152016,51,973.33,4,7,11,63,6.35,0,0,28.99,2.0,0.0,2.0,7.0,D,23.4,182.0,0
Brandon Dubinsky,20132014,76,1427.2,16,34,50,189,8.47,582,515,203.11,3.0,6.0,9.0,30.0,C,23.4,182.0,0
Brandon Dubinsky,20142015,47,847.92,13,23,36,100,13.0,436,423,91.68,0.0,7.0,7.0,9.0,C,23.4,182.0,0
Brandon Dubinsky,20152016,75,1406.56,17,31,48,158,10.76,780,704,171.19,4.0,5.0,9.0,25.0,C,23.4,182.0,0
Brandon Gormley,20132014,5,72.71,0,0,0,4,0.0,0,0,2.65,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Brandon Gormley,20142015,27,411.99,2,2,4,39,5.13,0,0,19.35,1.0,0.0,1.0,2.0,D,23.4,182.0,0
Brandon Gormley,20152016,26,316.58,0,1,1,11,0.0,0,0,5.2,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Brandon Kozun,20142015,20,158.84,2,2,4,8,25.0,1,1,1.59,0.0,0.0,0.0,0.0,R,23.4,182.0,0
Brandon Manning,20142015,11,187.88,0,3,3,10,0.0,0,0,3.22,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Brandon Manning,20152016,56,923.52,1,6,7,67,1.49,0,1,27.05,0.0,0.0,0.0,3.0,D,23.4,182.0,0
Brandon Mashinter,20152016,41,307.2,4,1,5,25,16.0,0,0,3.05,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Brandon Mcmillan,20132014,22,276.91,2,4,6,35,5.71,7,7,3.47,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Brandon Mcmillan,20142015,58,605.83,1,3,4,51,1.96,10,13,6.43,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Brandon Pirri,20132014,49,635.57,13,12,25,80,16.25,204,250,76.8,3.0,3.0,6.0,17.0,C,23.4,182.0,0
Brandon Pirri,20142015,49,723.99,22,2,24,143,15.38,86,89,87.36999999999999,7.0,0.0,7.0,32.0,C,23.4,182.0,0
Brandon Pirri,20152016,61,883.52,14,15,29,128,10.94,66,77,131.02,3.0,7.0,10.0,27.0,C,23.4,182.0,0
Brandon Prust,20132014,52,666.79,6,7,13,49,12.24,65,60,16.06,0.0,1.0,1.0,0.0,C/R,23.4,182.0,0
Brandon Prust,20142015,82,1058.4,4,14,18,78,5.13,16,15,18.58,0.0,0.0,0.0,1.0,C/R,23.4,182.0,0
Brandon Prust,20152016,35,446.61,1,6,7,19,5.26,6,5,11.63,0.0,0.0,0.0,0.0,C/R,23.4,182.0,0
Brandon Saad,20132014,78,1268.71,19,28,47,159,11.95,50,72,155.94,2.0,6.0,8.0,13.0,"L,R",8.5,80.5,100%
Brandon Saad,20142015,82,1413.56,23,29,52,203,11.33,38,50,189.75,1.0,8.0,9.0,16.0,"L,R",8.5,80.5,100%
Brandon Saad,20152016,78,1339.11,31,22,53,233,13.3,19,15,171.78,6.0,2.0,8.0,31.0,"L,R",8.5,80.5,100%
Brandon Sutter,20132014,81,1276.12,13,13,26,144,9.03,549,601,107.7,2.0,3.0,5.0,16.0,C,23.4,182.0,0
Brandon Sutter,20142015,80,1384.21,21,12,33,180,11.67,688,671,133.13,3.0,2.0,5.0,18.0,C,23.4,182.0,0
Brandon Sutter,20152016,20,358.07,5,4,9,45,11.11,146,132,46.2,1.0,0.0,1.0,10.0,C,23.4,182.0,0
Brayden Mcnabb,20132014,12,206.6,0,0,0,10,0.0,0,0,25.61,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Brayden Mcnabb,20142015,71,1128.32,2,22,24,74,2.7,1,0,85.09,0.0,5.0,5.0,10.0,D,23.4,182.0,0
Brayden Mcnabb,20152016,81,1521.43,2,12,14,91,2.2,0,0,33.13,0.0,1.0,1.0,3.0,D,23.4,182.0,0
Brayden Schenn,20132014,82,1289.37,20,21,41,178,11.24,296,389,189.51,4.0,5.0,9.0,24.0,"C,L",9.3,90.3,100%
Brayden Schenn,20142015,82,1394.28,18,29,47,156,11.54,86,98,242.17,7.0,11.0,18.0,55.0,"C,L",9.3,90.3,100%
Brayden Schenn,20152016,80,1346.95,26,33,59,178,14.61,52,64,279.04,10.0,11.0,21.0,50.0,"C,L",9.3,90.3,100%
Braydon Coburn,20132014,82,1832.84,5,12,17,122,4.1,0,0,42.36,0.0,0.0,0.0,6.0,D,23.4,182.0,0
Braydon Coburn,20142015,43,854.08,1,10,11,46,2.17,0,0,13.42,0.0,0.0,0.0,1.0,D,23.4,182.0,0
Braydon Coburn,20152016,80,1338.41,1,9,10,92,1.09,0,0,12.2,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Brendan Gallagher,20132014,81,1289.74,19,22,41,211,9.0,47,81,199.39,8.0,1.0,9.0,29.0,R,15.3,151.5,100%
Brendan Gallagher,20142015,82,1357.18,24,23,47,254,9.45,43,56,200.3,3.0,5.0,8.0,41.0,R,15.3,151.5,100%
Brendan Gallagher,20152016,53,875.85,19,21,40,173,10.98,12,17,156.95999999999998,7.0,3.0,10.0,38.0,R,15.3,151.5,100%
Brendan Gaunce,20152016,20,254.98,1,0,1,34,2.94,49,58,10.6,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Brendan Leipsic,20152016,6,85.17,1,2,3,11,9.09,2,1,12.61,0.0,1.0,1.0,2.0,L,23.4,182.0,0
Brendan Shinnimin,20142015,12,132.28,0,1,1,10,0.0,42,59,1.74,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Brendan Smith,20132014,71,1302.91,5,14,19,90,5.56,0,0,22.72,1.0,0.0,1.0,1.0,D,23.4,182.0,0
Brendan Smith,20142015,76,1358.47,4,9,13,88,4.55,0,0,29.14,0.0,2.0,2.0,1.0,D,23.4,182.0,0
Brendan Smith,20152016,63,1106.87,3,12,15,82,3.66,0,0,43.8,1.0,0.0,1.0,8.0,D,23.4,182.0,0
Brenden Dillon,20132014,80,1686.34,6,11,17,97,6.19,0,0,25.6,0.0,0.0,0.0,0.0,D,13.9,161.1,3%
Brenden Dillon,20142015,80,1561.58,2,8,10,91,2.2,0,0,25.35,0.0,0.0,0.0,0.0,D,13.9,161.1,3%
Brenden Dillon,20152016,76,1267.41,2,9,11,93,2.15,0,0,15.32,0.0,0.0,0.0,2.0,D,13.9,161.1,3%
Brenden Morrow,20132014,71,845.13,13,12,25,56,23.21,9,20,77.91000000000001,4.0,3.0,7.0,7.0,L,23.4,182.0,0
Brenden Morrow,20142015,70,653.25,3,5,8,28,10.71,0,0,17.029999999999998,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Brent Burns,20132014,69,1157.8,22,26,48,245,8.98,61,70,156.88,2.0,9.0,11.0,42.0,D,2.1,13.5,100%
Brent Burns,20142015,82,1957.4,17,43,60,245,6.94,0,0,279.57,6.0,17.0,23.0,67.0,D,2.1,13.5,100%
Brent Burns,20152016,82,2100.35,27,48,75,353,7.65,1,0,323.34999999999997,7.0,22.0,29.0,84.0,D,2.1,13.5,100%
Brent Regner,20152016,7,81.1,0,0,0,7,0.0,0,0,0.96,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Brent Seabrook,20132014,82,1820.31,7,34,41,149,4.7,0,0,176.22,3.0,6.0,9.0,30.0,D,10.8,103.7,100%
Brent Seabrook,20142015,82,1813.65,8,23,31,181,4.42,0,0,202.35,4.0,11.0,15.0,53.0,D,10.8,103.7,100%
Brent Seabrook,20152016,81,1836.82,14,35,49,167,8.38,0,0,230.3,6.0,17.0,23.0,50.0,D,10.8,103.7,100%
Brett Bellemore,20132014,64,1114.58,2,6,8,54,3.7,0,0,16.4,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Brett Bellemore,20142015,49,801.78,2,8,10,26,7.69,0,0,7.74,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Brett Connolly,20132014,11,132.14,1,0,1,12,8.33,25,27,13.96,0.0,0.0,0.0,2.0,R,23.4,182.0,0
Brett Connolly,20142015,55,666.31,12,5,17,83,14.46,18,25,112.4,2.0,1.0,3.0,11.0,R,23.4,182.0,0
Brett Connolly,20152016,71,917.97,9,16,25,95,9.47,14,17,65.91000000000001,2.0,3.0,5.0,9.0,R,23.4,182.0,0
Brett Kulak,20152016,8,98.76,0,0,0,9,0.0,0,0,0.02,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Brett Pesce,20152016,69,1293.19,4,12,16,85,4.71,0,1,75.29,1.0,4.0,5.0,13.0,D,23.4,182.0,0
Brett Ritchie,20142015,31,433.02,6,3,9,78,7.69,1,3,74.33999999999999,0.0,1.0,1.0,14.0,R,23.4,182.0,0
Brett Ritchie,20152016,8,92.75,0,1,1,15,0.0,0,0,11.03,0.0,0.0,0.0,1.0,R,23.4,182.0,0
Brett Sutter,20132014,17,128.5,1,1,2,16,6.25,37,36,2.2,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Brian Boyle,20132014,82,1045.56,6,12,18,137,4.38,304,272,32.34,1.0,1.0,2.0,5.0,C,23.4,182.0,0
Brian Boyle,20142015,82,1063.77,15,9,24,140,10.71,460,445,32.29,0.0,0.0,0.0,1.0,C,23.4,182.0,0
Brian Boyle,20152016,76,980.19,13,7,20,117,11.11,345,335,55.120000000000005,2.0,0.0,2.0,11.0,C,23.4,182.0,0
Brian Campbell,20132014,82,2199.31,7,30,37,116,6.03,0,1,320.74,2.0,9.0,11.0,32.0,D,14.3,161.8,44%
Brian Campbell,20142015,82,1894.91,3,24,27,118,2.54,0,0,248.61,1.0,11.0,12.0,36.0,D,14.3,161.8,44%
Brian Campbell,20152016,82,1819.31,6,25,31,99,6.06,0,0,225.13,0.0,8.0,8.0,21.0,D,14.3,161.8,44%
Brian Dumoulin,20132014,6,114.81,0,1,1,3,0.0,0,0,13.41,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Brian Dumoulin,20142015,8,124.38,1,0,1,4,25.0,0,0,2.27,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Brian Dumoulin,20152016,79,1490.25,0,16,16,101,0.0,1,0,54.47,0.0,0.0,0.0,3.0,D,23.4,182.0,0
Brian Ferlin,20142015,7,61.6,0,1,1,6,0.0,0,1,1.68,0.0,0.0,0.0,0.0,R,23.4,182.0,0
Brian Flynn,20132014,79,1137.21,6,7,13,102,5.88,184,205,19.26,0.0,0.0,0.0,1.0,C,23.4,182.0,0
Brian Flynn,20142015,63,938.35,5,12,17,82,6.1,172,187,55.64,0.0,1.0,1.0,5.0,C,23.4,182.0,0
Brian Flynn,20152016,56,656.34,4,6,10,73,5.48,200,146,13.8,0.0,0.0,0.0,1.0,C,23.4,182.0,0
Brian Gibbons,20132014,41,488.97,5,12,17,29,17.24,9,13,19.53,1.0,0.0,1.0,2.0,C,23.4,182.0,0
Brian Gibbons,20142015,25,345.33,0,5,5,21,0.0,4,5,20.12,0.0,1.0,1.0,1.0,C,23.4,182.0,0
Brian Gionta,20132014,81,1443.67,18,22,40,184,9.78,23,37,130.61,2.0,5.0,7.0,11.0,R,23.4,182.0,0
Brian Gionta,20142015,69,1242.05,13,22,35,153,8.5,69,100,147.45999999999998,3.0,6.0,9.0,24.0,R,23.4,182.0,0
Brian Gionta,20152016,79,1397.55,12,21,33,169,7.1,54,66,165.71,1.0,5.0,6.0,14.0,R,23.4,182.0,0
Brian Lashoff,20132014,75,1078.59,1,5,6,38,2.63,0,0,2.13,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Brian Lashoff,20142015,11,145.08,0,2,2,7,0.0,0,0,0.49,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Brian Mcgrattan,20132014,76,509.99,4,4,8,79,5.06,2,1,7.1,0.0,0.0,0.0,1.0,R,23.4,182.0,0
Brian O'Neill,20152016,22,227.93,0,2,2,14,0.0,2,4,9.15,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Brian Strait,20132014,47,838.44,3,6,9,40,7.5,0,0,8.3,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Brian Strait,20142015,52,952.99,2,5,7,59,3.39,0,1,9.95,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Brian Strait,20152016,52,800.09,1,5,6,43,2.33,0,0,5.94,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Brock Mcginn,20152016,21,233.37,3,1,4,25,12.0,0,1,6.1,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Brock Nelson,20132014,72,1025.99,14,12,26,132,10.61,191,260,139.04,3.0,4.0,7.0,20.0,C,23.4,182.0,0
Brock Nelson,20142015,82,1300.17,20,22,42,190,10.53,354,445,222.6,10.0,5.0,15.0,49.0,C,23.4,182.0,0
Brock Nelson,20152016,81,1277.4,26,14,40,165,15.76,186,202,150.82,2.0,2.0,4.0,23.0,C,23.4,182.0,0
Brody Sutter,20152016,8,71.75,0,0,0,7,0.0,9,4,0.0,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Brooks Laich,20132014,51,877.03,8,7,15,75,10.67,203,257,72.99000000000001,1.0,2.0,3.0,10.0,L,23.4,182.0,0
Brooks Laich,20142015,66,967.93,7,13,20,106,6.6,87,111,35.0,0.0,1.0,1.0,2.0,L,23.4,182.0,0
Brooks Laich,20152016,81,925.66,2,12,14,101,1.98,98,145,32.63,0.0,0.0,0.0,4.0,L,23.4,182.0,0
Brooks Orpik,20132014,72,1517.14,2,11,13,50,4.0,0,0,20.23,0.0,0.0,0.0,1.0,D,23.4,182.0,0
Brooks Orpik,20142015,78,1689.52,0,19,19,66,0.0,0,0,14.67,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Brooks Orpik,20152016,41,810.82,3,7,10,31,9.68,0,0,7.28,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Bryan Allen,20132014,68,1191.31,0,10,10,60,0.0,0,0,11.209999999999999,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Bryan Allen,20142015,11,172.69,0,2,2,6,0.0,0,0,0.67,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Bryan Bickell,20132014,59,668.93,11,4,15,93,11.83,1,1,32.34,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Bryan Bickell,20142015,80,964.08,14,14,28,113,12.39,0,2,66.61,1.0,2.0,3.0,4.0,L,23.4,182.0,0
Bryan Bickell,20152016,25,244.33,0,2,2,21,0.0,2,0,7.23,0.0,0.0,0.0,0.0,L,23.4,182.0,0
Bryan Little,20132014,82,1639.05,23,41,64,170,13.53,785,868,222.74,7.0,7.0,14.0,31.0,C,19.0,167.5,38%
Bryan Little,20142015,70,1393.1,24,28,52,147,16.33,762,789,210.96,9.0,9.0,18.0,38.0,C,19.0,167.5,38%
Bryan Little,20152016,57,1114.21,17,25,42,127,13.39,674,640,167.81,2.0,10.0,12.0,25.0,C,19.0,167.5,38%
Bryan Rust,20142015,14,167.45,1,1,2,34,2.94,0,0,5.99,0.0,0.0,0.0,2.0,R,23.4,182.0,0
Bryan Rust,20152016,41,511.97,4,7,11,68,5.88,1,3,20.49,0.0,1.0,1.0,1.0,R,23.4,182.0,0
Bryce Salvador,20132014,40,809.95,1,3,4,24,4.17,0,0,6.65,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Bryce Salvador,20142015,15,274.95,0,2,2,13,0.0,0,0,1.38,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Byron Froese,20152016,56,706.46,2,3,5,64,3.12,310,332,21.25,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Cal Clutterbuck,20132014,73,1045.43,12,7,19,172,6.98,7,9,109.38,0.0,0.0,0.0,22.0,R,23.4,182.0,0
Cal Clutterbuck,20142015,76,967.37,7,9,16,124,5.65,6,3,19.18,0.0,1.0,1.0,2.0,R,23.4,182.0,0
Cal Clutterbuck,20152016,77,916.18,15,8,23,80,18.75,1,2,20.04,0.0,0.0,0.0,1.0,R,23.4,182.0,0
Cal O'Reilly,20152016,20,223.22,3,4,7,10,30.0,59,50,39.39,1.0,1.0,2.0,4.0,C,23.4,182.0,0
Calle Jarnkrok,20132014,12,168.81,2,7,9,13,15.38,58,89,18.83,0.0,1.0,1.0,1.0,C,23.4,182.0,0
Calle Jarnkrok,20142015,74,950.57,7,11,18,95,7.37,296,345,23.43,0.0,0.0,0.0,1.0,C,23.4,182.0,0
Calle Jarnkrok,20152016,81,1305.8,16,14,30,125,12.8,366,433,62.25,3.0,1.0,4.0,11.0,C,23.4,182.0,0
Calvin De Haan,20132014,51,1067.9,3,13,16,71,4.23,0,0,76.16,1.0,2.0,3.0,14.0,D,23.4,182.0,0
Calvin De Haan,20142015,65,1227.98,1,11,12,92,1.09,0,0,20.819999999999997,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Calvin De Haan,20152016,72,1482.52,2,14,16,102,1.96,0,1,28.82,0.0,1.0,1.0,5.0,D,23.4,182.0,0
Cam Atkinson,20132014,79,1244.18,21,19,40,214,9.81,0,0,178.13,4.0,5.0,9.0,39.0,R,15.8,158.2,100%
Cam Atkinson,20142015,78,1320.45,22,17,39,212,10.38,4,5,181.11,7.0,3.0,10.0,41.0,R,15.8,158.2,100%
Cam Atkinson,20152016,81,1434.5,27,26,53,226,11.95,2,2,175.60999999999999,4.0,5.0,9.0,30.0,R,15.8,158.2,100%
Cam Fowler,20132014,70,1656.96,6,30,36,100,6.0,0,0,232.75,4.0,12.0,16.0,38.0,D,14.6,143.0,98%
Cam Fowler,20142015,80,1688.28,7,27,34,87,8.05,0,0,194.41,1.0,7.0,8.0,25.0,D,14.6,143.0,98%
Cam Fowler,20152016,69,1564.51,5,23,28,113,4.42,0,0,204.6,3.0,12.0,15.0,43.0,D,14.6,143.0,98%
Cam Janssen,20132014,24,117.92,3,0,3,11,27.27,0,0,0.02,0.0,0.0,0.0,0.0,R,23.4,182.0,0
Cameron Gaunce,20132014,9,124.6,0,0,0,9,0.0,0,0,0.67,0.0,0.0,0.0,0.0,D,23.4,182.0,0
Carl Gunnarsson,20132014,80,1540.65,3,14,17,48,6.25,0,0,28.4,0.0,1.0,1.0,3.0,D,23.4,182.0,0
Carl Gunnarsson,20142015,61,1101.55,2,10,12,54,3.7,0,0,25.47,0.0,1.0,1.0,7.0,D,23.4,182.0,0
Carl Gunnarsson,20152016,72,1249.34,3,6,9,51,5.88,0,0,16.82,1.0,0.0,1.0,1.0,D,23.4,182.0,0
Carl Hagelin,20132014,72,1116.21,17,16,33,144,11.81,0,5,22.16,0.0,0.0,0.0,0.0,L,15.3,160.2,11%
Carl Hagelin,20142015,82,1248.71,17,18,35,185,9.19,6,11,23.65,1.0,0.0,1.0,1.0,L,15.3,160.2,11%
Carl Hagelin,20152016,80,1255.27,14,25,39,178,7.87,6,8,24.5,0.0,0.0,0.0,2.0,L,15.3,160.2,11%
Carl Soderberg,20132014,73,1038.2,16,32,48,129,12.4,139,189,134.06,5.0,11.0,16.0,25.0,C,23.4,182.0,0
Carl Soderberg,20142015,82,1377.35,13,31,44,163,7.98,369,397,168.95000000000002,5.0,3.0,8.0,34.0,C,23.4,182.0,0
Carl Soderberg,20152016,82,1475.71,12,39,51,163,7.36,339,379,196.39,3.0,11.0,14.0,33.0,C,23.4,182.0,0
Carlo Colaiacovo,20132014,25,378.84,1,3,4,18,5.56,0,0,35.13,0.0,1.0,1.0,2.0,D,23.4,182.0,0
Carlo Colaiacovo,20142015,33,542.68,2,6,8,42,4.76,0,0,25.73,0.0,2.0,2.0,3.0,D,23.4,182.0,0
Carlo Colaiacovo,20152016,36,520.88,1,4,5,29,3.45,0,0,8.69,0.0,1.0,1.0,2.0,D,23.4,182.0,0
Carter Ashton,20132014,32,201.66,0,3,3,23,0.0,12,11,1.37,0.0,0.0,0.0,0.0,R,23.4,182.0,0
Casey Cizikas,20132014,80,1070.67,6,10,16,79,7.59,489,522,28.430000000000003,1.0,1.0,2.0,1.0,C,23.4,182.0,0
Casey Cizikas,20142015,70,876.56,9,9,18,90,10.0,446,409,19.28,0.0,1.0,1.0,2.0,C,23.4,182.0,0
Casey Cizikas,20152016,80,1014.36,8,21,29,84,9.52,469,490,22.03,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Casey Nelson,20152016,7,103.73,0,4,4,5,0.0,0,0,13.29,0.0,2.0,2.0,0.0,D,23.4,182.0,0
Casey Wellman,20132014,13,121.78,2,1,3,15,13.33,50,47,1.05,0.0,0.0,0.0,0.0,C,23.4,182.0,0
Cedric Paquette,20142015,64,871.09,12,7,19,91,13.19,112,123,8.94,0.0,0.0,0.0,1.0,C,23.4,182.0,0
Cedric Paquette,20152016,56,713.69,6,5,11,50,12.0,141,142,14.14,0.0,0.0,0.0,1.0,C,23.4,182.0,0
